,Case Number,Year,Type,Country,Area,Activity,Sex,Age,Injury,Fatal (Y/N),Provoked
5281,1918.00.0.a,,Unprovoked,AUSTRALIA,Queensland,Diving,Undefined,0.0,Survived,No,
5282,1917.12.1.a,,Unprovoked,AUSTRALIA,Western Australia,Swimming,Undefined,0.0,Lacerations to left leg,No,
5283,1917.11.0.a,,Unprovoked,MOZAMBIQUE,Maputo Province,Unknown,Undefined,0.0,FATAL,Yes,
5284,1917.09.2.a,,Unprovoked,USA,New Jersey,"Swimming, towing an empty barrel",Undefined,0.0,Left knee lacerated,No,
5285,1917.09.0.a,,Provoked,USA,Hawaii,Stuffing a shark into an automobile,Undefined,0.0,Arm severely lacerated by shark that had been hooked and shot PROVOKED INCIDENT,No,Unknown
5286,1917.09.0.a,,Unprovoked,PANAMA,Colon,Swimming to shore from the Medic,Undefined,0.0,FATAL,Yes,
5287,1917.07.1.a,,Unprovoked,USA,Florida,Diving,Undefined,0.0,FATAL,Yes,
5288,1917.07.1.a,,Sea Disaster,IRELAND,Off Ireland,Unknown,Undefined,0.0,"FATAL, only 1 survivor",Yes,Unknown
5289,1917.06.0.a,,Unprovoked,USA,South Carolina,Swimming beside launch,Undefined,0.0,Right arm bitten,No,
5290,1917.05.3.a,,Unprovoked,PHILIPPINES,Luzon Island,Swimming,Undefined,0.0,"FATAL, abdominal cavity removed ",Yes,
5291,1917.05.0.a,,Unprovoked,KUWAIT,,Diving for pearls,Undefined,0.0,Torso bitten,No,
5292,1917.00.0.a,,Unprovoked,LIBYA,Mediterranean Sea,Diving for sponges,Undefined,0.0,"Bitten by shark, but  repelled it with his 'skandalopetra' ",No,
5293,1916.12.3.a,,Unprovoked,AUSTRALIA,Queensland,Bathing,Undefined,25.0,Right calf bitten,No,
5294,1916.12.08.b,,Unprovoked,AUSTRALIA,New South Wales,Taking wife to beach & about 1 m from the shore,Undefined,41.0,"FATAL, right arm severed, chest punctured ",Yes,
5295,1916.12.08.a,,Unprovoked,AUSTRALIA,New South Wales,Swimming 10 m from shore,Undefined,0.0,Leg nipped by shark,No,
5296,1916.11.1.a,,Provoked,PANAMA,,Unknown,Undefined,0.0,"""Severely bitten""",No,Unknown
5297,1916.11.1.a,,Unprovoked,AUSTRALIA,Queensland,Swimming,Undefined,0.0,FATAL,Yes,
5298,1916.11.0.a,,Unprovoked,AUSTRALIA,Queensland,Bathing,Undefined,27.0,FATAL,Yes,
5299,1916.10.1.a,,Provoked,USA,Florida,"Fishing, attempted to take a netted shark",Undefined,0.0,"FATAL, leg severely bitten, surgically amputated PROVOKED INCIDENT",Yes,Unknown
5300,1916.08.2.a,,Unprovoked,USA,Louisiana,Netting shrimp,Undefined,0.0,Lower left leg severely bitten & became septic. Not known if he survived,No,
5301,1916.07.2.a,,Unprovoked,USA,North Carolina,Fishing,Undefined,0.0,Arm severely lacerated,No,
5302,1916.07.13.b,,Invalid,USA,New York,Swimming,Undefined,0.0,"No attack,  no injury",Unknown,Unknown
5303,1916.07.1.a,,Unprovoked,USA,New York,Swimming,Undefined,0.0,Ankle bruised,No,
5304,1916.07.12.c,,Unprovoked,USA,New Jersey,Swimming,Undefined,12.0,"Lower left leg bitten, surgically amputated",No,
5305,1916.07.12.b,,Unprovoked,USA,New Jersey,Swimming (recovering remains of Stilwell) ,Undefined,24.0,"FATAL, thigh bitten ",Yes,
5306,1916.07.12.a,,Unprovoked,USA,New Jersey,Swimming,Undefined,10.0,"FATAL, legs & torso bitten ",Yes,
5307,1916.07.1.a,,Sea Disaster,BAHAMAS,,Unknown,Undefined,0.0,"FATAL.  When the survivors were rescued next day they were clubbing sharks with oars. ""Sharks were so thick that it was difficult to row""",Yes,Unknown
5308,1916.07.0.a,,Unprovoked,SPAIN,Gran Canaria,Diving,Undefined,0.0,Survived,No,
5309,1916.07.0.a,,Unprovoked,PHILIPPINES,Luzon Island,Bathing,Undefined,0.0,Right foot severed,No,
5310,1916.07.0.a,,Unprovoked,USA,New Jersey,Swimming,Undefined,0.0,FATAL,Yes,
5311,1916.07.0.a,,Unprovoked,USA,New Jersey,Swimming,Undefined,24.0,"FATAL, left leg bitten",Yes,
5312,1916.06.3.a,,Unprovoked,USA,New Jersey,Swimming,Undefined,0.0,Heel bitten,No,
5313,1916.06.2.a,,Unprovoked,ATLANTIC OCEAN,,Unknown,Undefined,0.0,Presumed FATAL,Yes,
5314,1916.06.2.a,,Provoked,USA,Florida,Unknown,Undefined,26.0,Leg bitten by shark hooked shark PROVOKED INCIDENT,No,Unknown
5315,1916.04.2.a,,Unprovoked,AUSTRALIA,New South Wales,Swimming,Undefined,0.0,FATAL,Yes,
5316,1916.04.0.a,,Unprovoked,AUSTRALIA,Victoria,Clinging to overturned rowing boat,Undefined,17.0,FATAL,Yes,
5317,1916.03.1.a,,Unprovoked,AUSTRALIA,New South Wales,Bathing,Undefined,0.0,Minor lacerations to heel,No,
5318,1915.12.0.a,,Unprovoked,AUSTRALIA,Torres Strait,Diving,Undefined,0.0,"Arm severed, lacerations to thigh",No,
5319,1915.11.1.a,,Unprovoked,AUSTRALIA,Queensland,Bathing,Undefined,10.0,Severe bite to arm,No,
5320,1915.11.0.a,,Unprovoked,AUSTRALIA,New South Wales,Bathing,Undefined,0.0,Severe lacerations to feet & ankles,No,
5321,1915.08.0.a,,Unprovoked,USA,Florida,Unknown,Undefined,0.0,Laceration to left leg,No,
5322,1915.07.0.a,,Unprovoked,MEXICO,Tamaulipas,Fishing,Undefined,0.0,FATAL,Yes,
5323,1915.07.0.a,,Unprovoked,MEXICO,,Wading,Undefined,0.0,FATAL,Yes,
5324,1915.05.1.a,,Invalid,EGYPT,,Unknown,Undefined,0.0,Shark involvement not confirmed,Unknown,Unknown
5325,1915.03.2.a,,Unprovoked,AUSTRALIA,Torres Strait,Skin diving for trepang but at surface next to the boat,Undefined,0.0,"Shoulder bitten. Hana, one of the rescuers, fended shark off with an oar, then shark bit oar in two",No,
5326,1915.02.0.a,,Unprovoked,AUSTRALIA,Queensland,Swimming,Undefined,0.0,Foot bitten,No,
5327,1915.01.1.a,,Invalid,NEW ZEALAND,North Island,Fishing,Undefined,0.0,Death may have been due to drowning,Unknown,Unknown
5328,1915.01.0.a,,Unprovoked,AUSTRALIA,New South Wales,Bathing,Undefined,17.0,FATAL,Yes,
5329,1915.00.0.a,,Invalid,USA,Florida,Unknown,Undefined,0.0,"Fatal, drowning or scavenging",Unknown,Unknown
5330,1914.12.0.a,,Unprovoked,AUSTRALIA,Queensland,Swimming,Undefined,0.0,Lacerations to right thigh and knee,No,
5331,1914.10.1.a,,Sea Disaster,SAMOA,Apolima Strait,Unknown,Undefined,0.0,Thigh bitten,No,Unknown
5332,1914.09.2.a,,Unprovoked,JAMAICA,Kingston Parish,Unknown,Undefined,0.0,FATAL,Yes,
5333,1914.09.0.a,,Unprovoked,USA,Louisiana,Swimming,Undefined,17.0,FATAL,Yes,
5334,1914.07.1.a,,Unprovoked,CROATIA,Zadar County,Washing clothes,Undefined,0.0,"No injury, shark grabbed clothes",No,
5335,1914.07.0.a,,Provoked,USA,Louisiana,Fishing,Undefined,0.0,PROVOKED INCIDENT    Legs severed by shark entangled in his net,No,Unknown
5336,1914.07.0.a,,Unprovoked,CROATIA, Primorje-Gorski Kotar County,Unknown,Undefined,0.0,"No injury, shark nudged raft and circled for 2 hrs.",No,
5337,1914.06.1.a,,Boating,MONTENEGRO,Adriatic Sea,Fishing boat,Undefined,0.0,"No injury, shark bit paddle and stern of boat",No,Unknown
5338,1914.06.1.a,,Unprovoked,AUSTRALIA,Victoria,Bathing,Undefined,43.0,FATAL,Yes,
5339,1914.05.3.a,,Sea Disaster,NEW CALEDONIA,South Province,Swimming ashore from swamped 13-ft boat,Undefined,0.0,FATAL x 2,Yes,Unknown
5340,1914.05.1.a,,Provoked,USA,Florida,Fishing,Undefined,0.0,PROVOKED INCIDENT Lacerations to right hand by hooked shark,No,Unknown
5341,1914.03.1.a,,Invalid,USA,Florida,Swimming,Undefined,0.0,His remains were recovered from a shark 3 years after his disappearance - Probable drowning / scavenging,Unknown,Unknown
5342,1914.03.1.a,,Sea Disaster,GUYANA,Essequibo,Unknown,Undefined,0.0,FATAL,Yes,Unknown
5343,1914.03.0.a,,Unprovoked,USA,Hawaii,Washed into sea while picking opihi & attacked by 2 large sharks ,Undefined,0.0,FATAL,Yes,
5344,1914.02.0.a,,Unprovoked,AUSTRALIA,South Australia,Wading,Undefined,0.0,Lacerations to foot,No,
5345,1914.02.0.a,,Unprovoked,AUSTRALIA,New South Wales,Canoeing,Undefined,0.0,Lacerations to arms,No,
5346,1914.01.1.a,,Unprovoked,AUSTRALIA,Queensland,Wading,Undefined,0.0,Laceration to leg,No,
5347,1914.00.0.a,,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Unknown,Undefined,0.0,No details,Unknown,
5348,1913.12.3.a,,Provoked,USA,Florida,Fishing for mackerel,Unknown,0.0,No injury to occupants but hull splintered by harpooned shark PROVOKED INCIDENT,No,Unknown
5349,1913.12.2.a,,Sea Disaster,CUBA,,Unknown,Undefined,0.0,FATAL,Yes,Unknown
5350,1913.11.2.a,,Unprovoked,NIGERIA,Lagos ,Unknown,Undefined,0.0,FATAL,Yes,
5351,1913.11.2.a,,Unprovoked,AUSTRALIA,Queensland,Swimming,Undefined,12.0,Calf severely bitten;  leg surgically amputated,No,
5352,1913.09.2.a,,Unprovoked,USA,Florida,Unknown,Undefined,0.0,Major injuries but survived,No,
5353,1913.09.0.a,,Provoked,CROATIA,Istria County,Unknown,Undefined,0.0,Badly bitten by a shark dragged onboard PROVOKED INCIDENT,No,Unknown
5354,1913.08.2.a,,Invalid,USA,New Jersey,Unknown,Undefined,0.0,Man's leg recovered from 800-lb shark,Unknown,Unknown
5355,1913.08.2.a,,Invalid,USA,New Jersey,Unknown,Undefined,0.0,Female foot recovered from shark,Unknown,Unknown
5356,1913.08.2.a,,Invalid,ITALY,Trieste,Unknown,Unknown,0.0,Human casualties,Unknown,Unknown
5357,1913.07.1.a,,Unprovoked,USA,South Carolina,Unknown,Undefined,0.0,FATAL,Yes,
5358,1913.07.1.a,,Unprovoked,COSTA RICA,,Swimming,Undefined,0.0,FATAL,Yes,
5359,1913.05.2.a,,Provoked,USA,Florida,Fishing,Undefined,0.0,"Forefinger of right hand bitten by a ""dead"" shark PROVOKED INCIDENT",No,Unknown
5360,1913.05.0.a,,Provoked,AUSTRALIA,New South Wales,Hauling in net,Undefined,0.0,Lacerations to thigh by netted shark PROVOKED INCIDENT,No,Unknown
5361,1913.03.2.a,,Unprovoked,SAMOA,Upolu Island,Unknown,Undefined,0.0,Leg severed,No,
5362,1913.01.0.a,,Unprovoked,AUSTRALIA,Torres Strait,Diving,Undefined,0.0,"Head, neck & left shoulder bitten",No,
5363,1913.00.00.d,,Unprovoked,REUNION,Saint-Denis,Swimming after his hat,Undefined,0.0,FATAL,Yes,
5364,1913.00.00.c,,Unprovoked,REUNION,5aint-Denis,Swimming,Undefined,0.0,FATAL,Yes,
5365,1913.00.00.a,,Unprovoked,AUSTRALIA,Victoria,Unknown,Undefined,0.0,Arm severed,No,
5366,1912.11.3.a,,Sea Disaster,PHILIPPINES,,Swimming from foundered vessel,Undefined,19.0,FATAL,Yes,Unknown
5367,1912.08.3.a,,Unprovoked,USA,Georgia,Swimming,Undefined,12.0,FATAL,Yes,
5368,1912.07.2.a,,Unprovoked,USA,South Carolina,Swimming,Undefined,0.0,Toes severed,No,
5369,1912.07.0.a,,Unprovoked,SOLOMON ISLANDS,Central Province,Bathing,Undefined,0.0,FATAL,Yes,
5370,1912.05.0.a,,Invalid,SOUTH AFRICA,KwaZulu-Natal,Unknown,Undefined,0.0,,Unknown,Unknown
5371,1912.03.1.a,,Unprovoked,NEW ZEALAND,North Island,Swimming,Undefined,0.0,"""Slight laceration to leg""",No,
5372,1912.02.2.a,,Provoked,AUSTRALIA,Western Australia,Hard hat diving,Undefined,0.0,"No injury, shark nipped diving suit after he prodded the shark PROVOKED INCIDENT ",No,Unknown
5373,1912.02.1.a,,Unprovoked,AUSTRALIA,New South Wales,Swimming,Undefined,18.0,Left calf & heel bitten,No,
5374,1912.02.0.a,,Unprovoked,NEW CALEDONIA,South Province,Swimming,Undefined,0.0,Left shoulder & both legs bitten,No,
5375,1912.01.2.a,,Unprovoked,AUSTRALIA,New South Wales,Swimming,Undefined,21.0,FATAL,Yes,
5376,1912.01.1.a,,Unprovoked,FIJI,Viti Levu group,Unknown,Undefined,7.0,FATAL,Yes,
5377,1912.01.0.a,,Unprovoked,AUSTRALIA,New South Wales,Unknown,Undefined,0.0,Thigh & lower abdomen severely bitten,No,
5378,1912.01.0.a,,Unprovoked,AUSTRALIA,Queensland,Bathing,Undefined,0.0,FATAL,Yes,
5379,1912.00.0.a,,Unprovoked,SPAIN,Balearics,Unknown,Undefined,0.0,FATAL,Yes,
5380,1911.11.0.a,,Invalid,USA,Florida,Unknown,Undefined,0.0,"Cause of death undetermined. 3.6 m [11'9""] shark seen carrying body. Next day, shark was killed & Antoine's entire body was found in its gut.",Unknown,Unknown
5381,1911.10.2.a,,Unprovoked,USA,South Carolina,Unknown,Undefined,0.0,FATAL,Yes,
5382,1911.10.2.a,,Unprovoked,AUSTRALIA,Queensland,Diving,Undefined,23.0,Calves bitten,No,
5383,1911.09.2.a,,Unprovoked,USA,Texas,Unknown,Undefined,0.0,FATAL,Yes,
5384,1911.09.2.a,,Unprovoked,USA,Florida,Fell overboard & swimming,Undefined,0.0,FATAL,Yes,
5385,1911.09.1.a,,Unprovoked,USA,Florida,Bathing,Undefined,0.0,Left arm & thigh bitten,No,
5386,1911.07.3.a,,Unprovoked,SPAIN,M�laga ,Bathing,Undefined,0.0,FATAL,Yes,
5387,1911.07.1.a,,Provoked,USA,Delaware,Fishing,Undefined,0.0,"Hooked shark bit his leg, knee to ankle PROVOKED INCIDENT",No,Unknown
5388,1911.05.0.a,,Unprovoked,SOUTH AFRICA,Western Cape Province,Bathing,Undefined,64.0,"FATAL, partial remains recovered",Yes,
5389,1911.05.0.a,,Provoked,USA,Texas,Fishing,Undefined,0.0,Bitten on left leg by hooked shark PROVOKED INCIDENT,No,Unknown
5390,1911.05.0.a,,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,Undefined,0.0,FATAL,Yes,
5391,1911.04.0.a,,Boating,NEW ZEALAND,Chatham Islands,Fishing,Unknown,0.0,"No injury to occupants, shark bit boat",No,Unknown
5392,1911.03.2.a,,Unprovoked,AUSTRALIA,Torres Strait,Swimming,Undefined,0.0,FATAL,Yes,
5393,1911.01.0.a,,Sea Disaster,AUSTRALIA,Western Australia,3-masted steel barque Glenbank foundered during a cyclone,Undefined,22.0,Minor injuries,No,Unknown
5394,1911.00.00.b,,Unprovoked,USA,Texas,Swimming,Undefined,0.0,Minor injury to feet,No,
5395,1911.00.00.a,,Unprovoked,NEW ZEALAND,North Island,Fishing,Undefined,50.0,FATAL,Yes,
5396,1910.12.2.a,,Invalid,CROATIA, Primorje-Gorski Kotar County,Unknown,Undefined,0.0,FATAL?,Unknown,Unknown
5397,1910.12.2.a,,Sea Disaster,AUSTRALIA,Western Australia,Shipwrecked pearling schooner,Undefined,0.0,FATAL,Yes,Unknown
5398,1910.11.2.a,,Provoked,NORTH ATLANTIC OCEAN,Georges Bank,Fishing,Undefined,0.0,Right hand severely bitten by netted shark PROVOKED INCIDENT,No,Unknown
5399,1910.11.2.a,,Unprovoked,AUSTRALIA,Queensland,Bathing,Undefined,0.0,Foot bitten,No,
5400,1910.06.2.a,,Unprovoked,MEXICO,,Swimming,Undefined,0.0,Leg bitten,No,
5401,1910.06.0.a,,Sea Disaster,MOZAMBIQUE,Zambesi River,Unknown,Unknown,0.0,"FATAL, 3 passengers & 14 crew taken by sharks, captain, 1 passenger & 2 crew survived",Yes,Unknown
5402,1910.05.1.a,,Invalid,USA,Alabama,Unknown,Undefined,0.0,Presumed drowned & bodies taken by sharks,Unknown,Unknown
5403,1910.03.3.a,,Unprovoked,PANAMA,Col�n Province,Unknown,Undefined,0.0,FATAL,Yes,
5404,1910.03.0.a,,Unprovoked,NEW ZEALAND,North Island,Swimming,Undefined,0.0,Lacerations to foot,No,
5405,1910.03.0.a,,Invalid,USA,Hawaii,"Hard hat diving, laying some charge of powder",Undefined,0.0,No injury,Unknown,Unknown
5406,1910.02.1.a,,Unprovoked,AUSTRALIA,Western Australia,Surf bathing,Undefined,0.0,"Shoulder, back & leg bitten",No,
5407,1910.01.2.a,,Unprovoked,AUSTRALIA,New South Wales,Unknown,Undefined,0.0,FATAL,Yes,
5408,1910.00.00.b,,Invalid,USA,Hawaii,"Fishing, thrown into water by heavy sea, clinging to rocks at the water line",Undefined,0.0,"Body bitten by shark/s, but death may have been due to drowning",Unknown,Unknown
5409,1910.00.00.a,,Unprovoked,PHILIPPINES,Luzon Island,Swimming,Undefined,0.0,"Calf removed, not known if he survived ",Unknown,
5410,1909.12.2.a,,Unprovoked,USA,Florida,Unknown,Undefined,0.0,Severe lacerations to arm,No,
5411,1909.12.1.a,,Unprovoked,AUSTRALIA,New South Wales,Unknown,Undefined,0.0,FATAL,Yes,
5412,1909.12.0.a,,Provoked,AUSTRALIA,New South Wales,Fishing,Undefined,0.0,3 fingers bitten by hooked shark PROVOKED INCIDENT,No,Unknown
5413,1909.11.1.a,,Sea Disaster,INDONESIA,30 nm from Singapore,The 2379-ton French steamer La Seyne collied with British steamer Onda & sank in minutes. Passengers jumped overboard expecting to be picked up by Onda�s boats,Unknown,0.0,"FATAL, 101 people perished, including commander, Joseph Couailhac. Iit was reported that a �shoal of sharks circled  passengers in the water and dragged scores of people to their deaths� Of the 61 survivors, many were injured by sharks",Yes,Unknown
5414,1909.09.0.a,,Provoked,USA,Delaware,Seine netting,Undefined,0.0,Abrasion to leg from netted shark PROVOKED INCIDENT,No,Unknown
5415,1909.08.1.a,,Unprovoked,USA,Florida,Fell overboard from fishing schooner Halycon,Undefined,0.0,FATAL,Yes,
5416,1909.07.2.a,,Unprovoked,USA,New York,Fell overboard while fishing for sharks,Undefined,0.0,Right leg bitten,No,
5417,1909.07.1.a,,Unprovoked,USA,Florida,Swimming,Undefined,16.0,Hip & thigh lacerated,No,
5418,1909.06.2.a,,Unprovoked,MEXICO,Guerrero,Bathing,Undefined,0.0,FATAL,Yes,
5419,1909.06.2.a,,Unprovoked,SOUTH AFRICA,Western Cape Province,Unknown,Undefined,0.0,Remains of soldier in uniform. Probable drowning & scavenging,Yes,
5420,1909.06.1.a,,Sea Disaster,AUSTRALIA,Queensland,Unknown,Undefined,0.0,"FATAL, only his legs, still in sea-boots, were recovered ",Yes,Unknown
5421,1909.04.2.a,,Provoked,SPAIN,Andalucia,Fishing,Undefined,0.0,Shark knocked him down after he grabbed it by the tail. No injury.   PROVOKED INCIDENT,No,Unknown
5422,1909.04.1.a,,Invalid,USA,Hawaii,Reported swept away by waves while gathering opihi,Undefined,19.0, Search party saw a large shark devour what appeared to be part of her body,Unknown,Unknown
5423,1909.04.0.a,,Unprovoked,TUNISIA,Sfax,Diving (Helmet) for sponges,Undefined,0.0,FATAL,Yes,
5424,1909.03.0.a,,Sea Disaster,SOUTH AFRICA,South Atlantic Ocean,Unknown,Undefined,0.0,FATAL,Yes,Unknown
5425,1909.01.1.a,,Invalid,,,Unknown,Undefined,36.0,FATAL,Unknown,Unknown
5426,1909.01.0.a,,Invalid,ITALY,Sicily,"On December 28, 1908, an earthquake, followed by tsunamis, destroyed coastal towns in Silcily and southern Italy, killing more than 100,000 people",Unknown,0.0," 3 unidentified bodies recovered (male, female & young girl) from gut of female  4.5 m [14'9""]  white shark caught in fishing net. They may have drowned in tidal wave following earthquake ",Unknown,Unknown
5427,1909.00.0.a,,Unprovoked,AUSTRALIA,New South Wales,Unknown,Unknown,0.0,Survived,Unknown,
5428,1908.12.3.a,,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,Undefined,16.0,FATAL,Yes,
5429,1908.12.1.a,,Unprovoked,MEXICO,Quintana Roo,Swimming ashore from capsized boat,Undefined,0.0,"FATAL, ""bitten in two""",Yes,
5430,1908.09.2.a,,Unprovoked,AUSTRALIA,Torres Strait,Unknown,Undefined,0.0,FATAL,Yes,
5431,1908.09.0.a,,Unprovoked,USA,California,On fishing boat & trailing hand in the water,Undefined,0.0,Lacerations to fingers,No,
5432,1908.08.2.a,,Unprovoked,SPAIN,Galicia,Unknown,Undefined,0.0,FATAL,Yes,
5433,1908.07.1.a,,Invalid,SPAIN,Canary Islands,Unknown,Unknown,0.0,Human remains recovered but shark involvement prior to death unconfirmed ,Unknown,Unknown
5434,1908.07.0.a,,Unprovoked,CROATIA,Adriatic Sea,Boating,Undefined,0.0,"FATAL, lost a leg",Yes,
5435,1908.06.1.a,,Unprovoked,EGYPT,Gulf of Suez,Unknown,Undefined,0.0,FATAL,Yes,
5436,1908.06.0.a,,Sea Disaster,USA,Georgia,Unknown,Undefined,0.0,FATAL,Yes,Unknown
5437,1908.06.0.a,,Sea Disaster,PAPUA NEW GUINEA,New Britain,Unknown,Undefined,0.0,"Remains of 3 humans recovered from shark, but shark involvement prior to death unconfirmed",Yes,Unknown
5438,1908.05.1.a,,Sea Disaster,INDONESIA,Java,Unknown,Undefined,0.0,FATAL,Yes,Unknown
5439,1908.05.1.a,,Invalid,USA,Florida,Unknown,Undefined,0.0,"FATAL, but shark involvement prior to death was not confirmed",Unknown,Unknown
5440,1908.01.0.a,,Unprovoked,USA,Hawaii,Gathering fish stunned by dynamite,Undefined,0.0,"FATAL, ""pulled below the surface'  ",Yes,
5441,1907.12.2.a,,Unprovoked,AUSTRALIA,New South Wales,Bathing,Undefined,0.0,FATAL,Yes,
5442,1907.10.1.a,,Unprovoked,AUSTRALIA,Torres Strait,Bathing,Undefined,0.0,FATAL,Yes,
5443,1907.10.1.a,,Unprovoked,CHINA,Hong Kong,Fishing,Undefined,0.0,"3 of thel 5 were injured, one of whom lost both hands",No,
5444,1907.10.1.a,,Unprovoked,CHINA,Hong Kong,Fishing,Undefined,0.0, 2 of the 5 fishermen were so seriously injured they died of their wounds,Yes,
5445,1907.10.1.a,,Unprovoked,AUSTRALIA,New South Wales,Bathing,Undefined,0.0,Lacerations to left arm from shoulder to wrist,No,
5446,1907.10.1.a,,Invalid,HAITI,Tiburon Peninsula,Unknown,Undefined,0.0,"No attack, no injury",Unknown,Unknown
5447,1907.10.0.a,,Unprovoked,USA,Hawaii,"Diving, retrieving fish caught in net ",Undefined,0.0,"Arm severed at elbow,  surgically amputated at shoulder ",No,
5448,1907.09.1.a,,Invalid,ENGLAND,English Channel,Swimming,Undefined,0.0," ""Struck across loins"" but no injury. According to witnesses, incident involved a bottlenose dolphin.",Unknown,Unknown
5449,1907.09.1.a,,Unprovoked,CROATIA," Split-Dalmatia Count,",Swimming,Undefined,0.0,FATAL,Yes,
5450,1907.08.1.a,,Unprovoked,CROATIA, Primorje-Gorski Kotar County,Swimming,Undefined,0.0,FATAL,Yes,
5451,1907.08.1.a,,Unprovoked,CROATIA, Primorje-Gorski Kotar County,Swimming,Undefined,0.0,FATAL,Yes,
5452,1907.08.0.a,,Unprovoked,USA,New Jersey,Wading,Undefined,0.0,Abrasion to chest,No,
5453,1907.07.1.a,,Unprovoked,CROATIA," Split-Dalmatia Count,",Swimming,Undefined,0.0,FATAL,Yes,
5454,1907.07.0.a,,Invalid,AUSTRALIA,Queensland,Unknown,Undefined,0.0,"Disappeared, but shark involvement unconfirmed",Unknown,Unknown
5455,1907.07.0.a,,Unprovoked,USA,South Carolina,Floating in creek,Undefined,0.0,Slight injuries to left knee & calf ,No,
5456,1907.04.2.a,,Unprovoked,MEXICO,Oaxaca,Bathing,Undefined,0.0," 3 fingers & thigh lacerated, foot crushed",No,
5457,1907.03.2.a,,Unprovoked,USA,Florida,"Fishing,  tarpon being chased by shark  leapt across his skiff, breaking it in half & Larkin became tangled in the net",Undefined,0.0,"FATAL, shark bit his side, nearly cutting him in two  ",Yes,
